NAME,GEOID,STUSPS,O,H,G,pre1970,USDA Plants,BONAP,Nature Serve,anyRecord
Beaufort,45013,SC,NA,1,NA,NA,NA,NA,NA,1
Horry,45051,SC,NA,NA,NA,NA,NA,NA,NA,0
York,45091,SC,NA,NA,NA,NA,NA,NA,NA,0
Shelby,47157,TN,NA,NA,NA,NA,NA,NA,NA,0
Sumner,47165,TN,NA,NA,NA,NA,NA,NA,NA,0
Carter,47019,TN,NA,NA,NA,NA,NA,NA,NA,0
Monroe,47123,TN,NA,NA,NA,NA,NA,NA,NA,0
Campbell,47013,TN,NA,NA,NA,NA,NA,NA,NA,0
Kleberg,48273,TX,NA,NA,NA,NA,NA,NA,NA,0
Hudspeth,48229,TX,NA,NA,NA,NA,NA,NA,NA,0
Shelby,48419,TX,NA,NA,NA,NA,NA,NA,NA,0
Loving,48301,TX,NA,NA,NA,NA,NA,NA,NA,0
Northumberland,51133,VA,NA,NA,NA,NA,NA,NA,NA,0
Westmoreland,51193,VA,NA,NA,NA,NA,NA,NA,NA,0
Gloucester,51073,VA,NA,NA,NA,NA,NA,NA,NA,0
Loudoun,51107,VA,NA,NA,NA,NA,NA,NA,NA,0
Pittsylvania,51143,VA,NA,1,NA,NA,NA,NA,NA,1
Halifax,51083,VA,NA,NA,NA,NA,NA,NA,NA,0
McDowell,54047,WV,NA,NA,NA,NA,NA,NA,NA,0
Wayne,54099,WV,NA,NA,NA,NA,NA,NA,NA,0
Jefferson,54037,WV,NA,NA,NA,NA,NA,NA,NA,0
Berkeley,54003,WV,NA,NA,NA,NA,NA,NA,NA,0
Faulkner,05045,AR,NA,NA,NA,NA,NA,NA,NA,0
Bradley,05011,AR,NA,NA,NA,NA,NA,NA,NA,0
Lonoke,05085,AR,NA,NA,NA,NA,NA,NA,NA,0
Nevada,05099,AR,NA,NA,NA,NA,NA,NA,NA,0
Cross,05037,AR,NA,NA,NA,NA,NA,NA,NA,0
Seminole,12117,FL,NA,NA,NA,NA,NA,NA,NA,0
Gilchrist,12041,FL,NA,NA,NA,NA,NA,NA,NA,0
Calhoun,12013,FL,NA,NA,NA,NA,NA,NA,NA,0
Pierce,13229,GA,NA,NA,NA,NA,NA,NA,NA,0
Sumter,13261,GA,NA,NA,NA,NA,NA,NA,NA,0
Bibb,13021,GA,NA,NA,NA,NA,NA,NA,NA,0
Henry,13151,GA,NA,2,NA,1,NA,NA,NA,2
Madison,13195,GA,NA,NA,NA,NA,NA,NA,NA,0
Taliaferro,13265,GA,NA,1,NA,NA,NA,NA,NA,1
Tattnall,13267,GA,NA,NA,NA,NA,NA,NA,NA,0
Putnam,13237,GA,NA,NA,NA,NA,NA,NA,NA,0
Oconee,13219,GA,NA,3,NA,NA,NA,NA,NA,3
Mitchell,13205,GA,NA,NA,NA,NA,NA,NA,NA,0
Miller,13201,GA,NA,NA,NA,NA,NA,NA,NA,0
Fayette,18041,IN,NA,NA,NA,NA,NA,NA,NA,0
Huntington,18069,IN,NA,NA,NA,NA,NA,NA,NA,0
Larue,21123,KY,NA,NA,NA,NA,NA,NA,NA,0
Johnson,21115,KY,NA,NA,NA,NA,NA,NA,NA,0
Jackson,21109,KY,NA,NA,NA,NA,NA,NA,NA,0
Morgan,21175,KY,NA,NA,NA,NA,NA,NA,NA,0
Bath,21011,KY,NA,NA,NA,NA,NA,NA,NA,0
Wayne,21231,KY,NA,NA,NA,NA,NA,NA,NA,0
Edmonson,21061,KY,NA,NA,NA,NA,NA,NA,NA,0
Menifee,21165,KY,NA,NA,NA,NA,NA,NA,NA,0
Yazoo,28163,MS,NA,NA,NA,NA,NA,NA,NA,0
Madison,28089,MS,NA,NA,NA,NA,NA,NA,NA,0
Newton,28101,MS,NA,NA,NA,NA,NA,NA,NA,0
Wilkes,37193,NC,NA,3,NA,NA,NA,NA,NA,3
Rowan,37159,NC,NA,NA,NA,NA,NA,NA,NA,0
Henderson,37089,NC,NA,NA,NA,NA,NA,NA,NA,0
Sampson,37163,NC,NA,NA,NA,NA,NA,NA,NA,0
Mitchell,37121,NC,NA,NA,NA,NA,NA,NA,NA,0
Harrison,39067,OH,NA,NA,NA,NA,NA,NA,NA,0
Fayette,42051,PA,NA,NA,NA,NA,NA,NA,NA,0
Westmoreland,42129,PA,NA,NA,NA,NA,NA,NA,NA,0
Cameron,42023,PA,NA,NA,NA,NA,NA,NA,NA,0
Kershaw,45055,SC,NA,NA,NA,NA,NA,NA,NA,0
Clarendon,45027,SC,NA,NA,NA,NA,NA,NA,NA,0
Calhoun,45017,SC,NA,NA,NA,NA,NA,NA,NA,0
Anderson,47001,TN,NA,1,NA,NA,NA,NA,NA,1
Wilson,47189,TN,NA,1,NA,NA,NA,NA,NA,1
Perry,47135,TN,NA,NA,NA,NA,NA,NA,NA,0
Dyer,47045,TN,NA,NA,NA,NA,NA,NA,NA,0
Cocke,47029,TN,NA,NA,NA,NA,NA,NA,NA,0
Fentress,47049,TN,NA,NA,NA,NA,NA,NA,NA,0
Humphreys,47085,TN,NA,NA,NA,NA,NA,NA,NA,0
White,47185,TN,1,NA,NA,NA,NA,NA,NA,1
Moore,47127,TN,NA,NA,NA,NA,NA,NA,NA,0
Montgomery,48339,TX,NA,NA,NA,NA,NA,NA,NA,0
Bexar,48029,TX,NA,NA,NA,NA,NA,NA,NA,0
Jefferson,48245,TX,NA,NA,NA,NA,NA,NA,NA,0
Tyler,48457,TX,NA,NA,NA,NA,NA,NA,NA,0
Fort Bend,48157,TX,NA,NA,NA,NA,NA,NA,NA,0
Ellis,48139,TX,NA,NA,NA,NA,NA,NA,NA,0
Wood,48499,TX,NA,NA,NA,NA,NA,NA,NA,0
Brazos,48041,TX,NA,NA,NA,NA,NA,NA,NA,0
Upshur,48459,TX,NA,NA,NA,NA,NA,NA,NA,0
Morris,48343,TX,NA,NA,NA,NA,NA,NA,NA,0
Roberts,48393,TX,NA,NA,NA,NA,NA,NA,NA,0
Leon,48289,TX,NA,NA,NA,NA,NA,NA,NA,0
Navarro,48349,TX,NA,NA,NA,NA,NA,NA,NA,0
Grimes,48185,TX,NA,NA,NA,NA,NA,NA,NA,0
Van Zandt,48467,TX,NA,NA,NA,NA,NA,NA,NA,0
Dickens,48125,TX,NA,NA,NA,NA,NA,NA,NA,0
Crockett,48105,TX,NA,NA,NA,NA,NA,NA,NA,0
Scurry,48415,TX,NA,NA,NA,NA,NA,NA,NA,0
Rains,48379,TX,NA,NA,NA,NA,NA,NA,NA,0
Kenedy,48261,TX,NA,NA,NA,NA,NA,NA,NA,0
Louisa,51109,VA,NA,NA,NA,NA,NA,NA,NA,0
Botetourt,51023,VA,NA,NA,NA,NA,NA,NA,NA,0
Fauquier,51061,VA,1,1,NA,NA,NA,NA,NA,2
Amherst,51009,VA,NA,NA,NA,NA,NA,NA,NA,0
Roanoke,51161,VA,NA,1,NA,NA,NA,NA,NA,1
Southampton,51175,VA,NA,NA,NA,NA,NA,NA,NA,0
Madison,51113,VA,NA,NA,NA,NA,NA,NA,NA,0
Kanawha,54039,WV,NA,4,NA,NA,NA,NA,NA,4
Wyoming,54109,WV,NA,NA,NA,NA,NA,NA,NA,0
Greenbrier,54025,WV,NA,NA,NA,NA,NA,NA,NA,0
Lewis,54041,WV,NA,1,NA,1,NA,NA,NA,1
Jefferson,01073,AL,1,NA,NA,NA,NA,NA,NA,1
Pinellas,12103,FL,NA,NA,NA,NA,NA,NA,NA,0
Hillsborough,12057,FL,NA,NA,NA,NA,NA,NA,NA,0
Levy,12075,FL,NA,NA,NA,NA,NA,NA,NA,0
Miami-Dade,12086,FL,NA,NA,NA,NA,NA,NA,NA,0
Lee,12071,FL,NA,NA,NA,NA,NA,NA,NA,0
Santa Rosa,12113,FL,NA,NA,NA,NA,NA,NA,NA,0
Cullman,01043,AL,NA,NA,NA,NA,NA,NA,NA,0
Franklin,12037,FL,NA,NA,NA,NA,NA,NA,NA,0
Leon,12073,FL,NA,NA,NA,NA,NA,NA,NA,0
Chatham,13051,GA,NA,NA,NA,NA,NA,NA,NA,0
Lowndes,13185,GA,NA,NA,NA,NA,NA,NA,NA,0
Brooks,13027,GA,NA,NA,NA,NA,NA,NA,NA,0
Charlton,13049,GA,NA,NA,NA,NA,NA,NA,NA,0
Richmond,13245,GA,NA,NA,NA,NA,NA,NA,NA,0
Rabun,13241,GA,NA,3,NA,NA,NA,NA,NA,3
Houston,13153,GA,NA,NA,NA,NA,NA,NA,NA,0
Colbert,01033,AL,NA,1,NA,NA,NA,NA,NA,1
Benton,05007,AR,NA,NA,NA,NA,NA,NA,NA,0
Union,05139,AR,NA,NA,NA,NA,NA,NA,NA,0
Ashley,05003,AR,NA,NA,NA,NA,NA,NA,NA,0
Sevier,05133,AR,NA,NA,NA,NA,NA,NA,NA,0
Sebastian,05131,AR,NA,NA,NA,NA,NA,NA,NA,0
Carroll,05015,AR,NA,NA,NA,NA,NA,NA,NA,0
Clay,05021,AR,NA,NA,NA,NA,NA,NA,NA,0
Desha,05041,AR,NA,NA,NA,NA,NA,NA,NA,0
Independence,05063,AR,NA,NA,NA,NA,NA,NA,NA,0
Clark,05019,AR,NA,NA,NA,NA,NA,NA,NA,0
McCreary,21147,KY,NA,NA,NA,NA,NA,NA,NA,0
Stanly,37167,NC,NA,1,NA,NA,NA,NA,NA,1
Anson,37007,NC,NA,NA,NA,NA,NA,NA,NA,0
Robeson,37155,NC,NA,NA,NA,NA,NA,NA,NA,0
Monroe,01099,AL,NA,NA,NA,NA,NA,NA,NA,0
Lewis,21135,KY,NA,NA,NA,NA,NA,NA,NA,0
Talbot,24041,MD,NA,NA,NA,NA,NA,NA,NA,0
St. Mary's,24037,MD,NA,NA,NA,NA,NA,NA,NA,0
Somerset,24039,MD,NA,NA,NA,NA,NA,NA,NA,0
Wilcox,01131,AL,NA,1,NA,NA,NA,NA,NA,1
Caroline,24011,MD,NA,NA,NA,NA,NA,NA,NA,0
Prince George's,24033,MD,NA,1,NA,1,NA,NA,NA,1
Allegany,24001,MD,NA,NA,NA,NA,NA,NA,NA,0
Hale,01065,AL,NA,NA,NA,NA,NA,NA,NA,0
New Hanover,37129,NC,NA,NA,NA,NA,NA,NA,NA,0
Pender,37141,NC,NA,1,NA,NA,NA,NA,NA,1
Onslow,37133,NC,NA,NA,NA,NA,NA,NA,NA,0
Clay,37043,NC,NA,NA,NA,NA,NA,NA,NA,0
Macon,37113,NC,NA,2,NA,1,NA,NA,NA,2
Transylvania,37175,NC,NA,3,NA,1,NA,NA,NA,3
Craven,37049,NC,NA,NA,NA,NA,NA,NA,NA,0
Pamlico,37137,NC,NA,NA,NA,NA,NA,NA,NA,0
Tyrrell,37177,NC,NA,NA,NA,NA,NA,NA,NA,0
Currituck,37053,NC,NA,NA,NA,NA,NA,NA,NA,0
Northampton,37131,NC,NA,NA,NA,NA,NA,NA,NA,0
Graham,37075,NC,NA,NA,NA,NA,NA,NA,NA,0
Erie,39043,OH,NA,NA,NA,NA,NA,NA,NA,0
York,42133,PA,NA,NA,NA,NA,NA,NA,NA,0
Bucks,42017,PA,NA,NA,NA,NA,NA,NA,NA,0
Erie,42049,PA,NA,NA,NA,NA,NA,NA,NA,0
Wayne,42127,PA,NA,NA,NA,NA,NA,NA,NA,0
Chester,42029,PA,NA,NA,NA,NA,NA,NA,NA,0
Monroe,42089,PA,NA,NA,NA,NA,NA,NA,NA,0
Greenville,45045,SC,NA,1,NA,1,NA,NA,NA,1
Chesterfield,45025,SC,NA,NA,NA,NA,NA,NA,NA,0
Pike,28113,MS,NA,NA,NA,NA,NA,NA,NA,0
Washington,28151,MS,NA,NA,NA,NA,NA,NA,NA,0
Issaquena,28055,MS,NA,NA,NA,NA,NA,NA,NA,0
DeSoto,28033,MS,NA,NA,NA,NA,NA,NA,NA,0
Claiborne,28021,MS,NA,NA,NA,NA,NA,NA,NA,0
Spencer,18147,IN,NA,NA,NA,NA,NA,NA,NA,0
Posey,18129,IN,NA,NA,NA,NA,NA,NA,NA,0
Union,18161,IN,NA,NA,NA,NA,NA,NA,NA,0
Delaware,18035,IN,NA,NA,NA,NA,NA,NA,NA,0
Marengo,01091,AL,NA,NA,NA,NA,NA,NA,NA,0
Montgomery,01101,AL,NA,1,NA,NA,NA,NA,NA,1
Marshall,01095,AL,NA,NA,NA,NA,NA,NA,NA,0
Breckinridge,21027,KY,NA,NA,NA,NA,NA,NA,NA,0
Martin,21159,KY,NA,NA,NA,NA,NA,NA,NA,0
Henderson,48213,TX,NA,NA,NA,NA,NA,NA,NA,0
Rush,18139,IN,NA,NA,NA,NA,NA,NA,NA,0
Henry,18065,IN,NA,NA,NA,NA,NA,NA,NA,0
Daviess,18027,IN,NA,NA,NA,NA,NA,NA,NA,0
Jackson,18071,IN,NA,NA,NA,NA,NA,NA,NA,0
Washington,18175,IN,NA,NA,NA,NA,NA,NA,NA,0
Nelson,21179,KY,NA,NA,NA,NA,NA,NA,NA,0
Ohio,21183,KY,NA,NA,NA,NA,NA,NA,NA,0
Hopkins,21107,KY,NA,NA,NA,NA,NA,NA,NA,0
Scott,21209,KY,NA,NA,NA,NA,NA,NA,NA,0
Garrard,21079,KY,NA,NA,NA,NA,NA,NA,NA,0
Breathitt,21025,KY,NA,NA,NA,NA,NA,NA,NA,0
Mercer,21167,KY,NA,NA,NA,NA,NA,NA,NA,0
Bell,21013,KY,NA,NA,NA,NA,NA,NA,NA,0
Owen,21187,KY,NA,NA,NA,NA,NA,NA,NA,0
Tipton,47167,TN,NA,NA,NA,NA,NA,NA,NA,0
Giles,47055,TN,NA,NA,NA,NA,NA,NA,NA,0
Hamilton,47065,TN,NA,1,NA,NA,NA,NA,NA,1
Sevier,47155,TN,NA,NA,NA,NA,NA,NA,NA,0
Greene,47059,TN,NA,NA,NA,NA,NA,NA,NA,0
Robertson,47147,TN,NA,NA,NA,NA,NA,NA,NA,0
Blount,47009,TN,NA,NA,NA,NA,NA,NA,NA,0
Nueces,48355,TX,NA,NA,NA,NA,NA,NA,NA,0
Starr,48427,TX,NA,NA,NA,NA,NA,NA,NA,0
San Patricio,48409,TX,NA,NA,NA,NA,NA,NA,NA,0
Brazoria,48039,TX,NA,NA,NA,NA,NA,NA,NA,0
Terrell,48443,TX,NA,NA,NA,NA,NA,NA,NA,0
Hemphill,48211,TX,NA,NA,NA,NA,NA,NA,NA,0
Cass,48067,TX,NA,NA,NA,NA,NA,NA,NA,0
Tazewell,51185,VA,NA,1,NA,NA,NA,NA,NA,1
Washington,51191,VA,NA,NA,NA,NA,NA,NA,NA,0
Dickenson,51051,VA,NA,NA,NA,NA,NA,NA,NA,0
Northampton,51131,VA,NA,NA,NA,NA,NA,NA,NA,0
Stafford,51179,VA,NA,NA,NA,NA,NA,NA,NA,0
Lancaster,51103,VA,NA,NA,NA,NA,NA,NA,NA,0
Richmond,51159,VA,NA,NA,NA,NA,NA,NA,NA,0
Augusta,51015,VA,NA,NA,NA,NA,NA,NA,NA,0
Surry,51181,VA,NA,NA,NA,NA,NA,NA,NA,0
Fairfax,51059,VA,NA,NA,NA,NA,NA,NA,NA,0
Frederick,51069,VA,NA,NA,NA,NA,NA,NA,NA,0
Monroe,54063,WV,NA,NA,NA,NA,NA,NA,NA,0
Wetzel,54103,WV,NA,NA,NA,NA,NA,NA,NA,0
Tyler,54095,WV,NA,NA,NA,NA,NA,NA,NA,0
Wood,54107,WV,NA,NA,NA,NA,NA,NA,NA,0
Mineral,54057,WV,NA,NA,NA,NA,NA,NA,NA,0
Hardy,54031,WV,NA,NA,NA,NA,NA,NA,NA,0
Hampshire,54027,WV,NA,NA,NA,NA,NA,NA,NA,0
Montgomery,05097,AR,NA,NA,NA,NA,NA,NA,NA,0
Cleveland,05025,AR,NA,NA,NA,NA,NA,NA,NA,0
Lake,12069,FL,NA,NA,NA,NA,NA,NA,NA,0
Marion,12083,FL,NA,NA,NA,NA,NA,NA,NA,0
Columbia,12023,FL,NA,NA,NA,NA,NA,NA,NA,0
Sumter,12119,FL,NA,NA,NA,NA,NA,NA,NA,0
Osceola,12097,FL,NA,NA,NA,NA,NA,NA,NA,0
Suwannee,12121,FL,NA,NA,NA,NA,NA,NA,NA,0
Union,12125,FL,NA,NA,NA,NA,NA,NA,NA,0
Fulton,13121,GA,NA,NA,NA,NA,NA,NA,NA,0
Barrow,13013,GA,NA,NA,NA,NA,NA,NA,NA,0
Jefferson,13163,GA,NA,NA,NA,NA,NA,NA,NA,0
Baldwin,13009,GA,NA,NA,NA,NA,NA,NA,NA,0
Toombs,13279,GA,NA,NA,NA,NA,NA,NA,NA,0
Appling,13001,GA,NA,NA,NA,NA,NA,NA,NA,0
Bleckley,13023,GA,NA,NA,NA,NA,NA,NA,NA,0
Greene,13133,GA,NA,2,NA,NA,NA,NA,NA,2
White,13311,GA,NA,1,NA,NA,NA,NA,NA,1
Warren,13301,GA,NA,NA,NA,NA,NA,NA,NA,0
Wilcox,13315,GA,NA,NA,NA,NA,NA,NA,NA,0
Wayne,13305,GA,NA,NA,NA,NA,NA,NA,NA,0
Twiggs,13289,GA,NA,NA,NA,NA,NA,NA,NA,0
Schley,13249,GA,NA,NA,NA,NA,NA,NA,NA,0
Harnett,37085,NC,NA,NA,NA,NA,NA,NA,NA,0
Moore,37125,NC,NA,2,NA,NA,NA,NA,NA,2
Martin,37117,NC,NA,NA,NA,NA,NA,NA,NA,0
Cumberland,37051,NC,NA,NA,NA,NA,NA,NA,NA,0
Davie,37059,NC,NA,NA,NA,NA,NA,NA,NA,0
Halifax,37083,NC,NA,NA,NA,NA,NA,NA,NA,0
Caldwell,37027,NC,NA,1,NA,NA,NA,NA,NA,1
Nash,37127,NC,NA,NA,NA,NA,NA,NA,NA,0
Bertie,37015,NC,NA,NA,NA,NA,NA,NA,NA,0
Hoke,37093,NC,NA,NA,NA,NA,NA,NA,NA,0
Bedford,47003,TN,1,NA,NA,NA,NA,NA,NA,1
Gibson,47053,TN,NA,NA,NA,NA,NA,NA,NA,0
Crockett,47033,TN,NA,NA,NA,NA,NA,NA,NA,0
Union,47173,TN,NA,NA,NA,NA,NA,NA,NA,0
Coffee,47031,TN,NA,NA,NA,NA,NA,NA,NA,0
Maury,47119,TN,NA,NA,NA,NA,NA,NA,NA,0
Meigs,47121,TN,NA,NA,NA,NA,NA,NA,NA,0
McMinn,47107,TN,NA,NA,NA,NA,NA,NA,NA,0
Loudon,47105,TN,NA,NA,NA,NA,NA,NA,NA,0
Putnam,47141,TN,1,NA,NA,NA,NA,NA,NA,1
Hickman,47081,TN,NA,2,NA,NA,NA,NA,NA,2
Henry,47079,TN,NA,NA,NA,NA,NA,NA,NA,0
Grainger,47057,TN,NA,NA,NA,NA,NA,NA,NA,0
Smith,47159,TN,1,NA,NA,NA,NA,NA,NA,1
Red River,48387,TX,NA,NA,NA,NA,NA,NA,NA,0
Hockley,48219,TX,NA,NA,NA,NA,NA,NA,NA,0
Dimmit,48127,TX,NA,NA,NA,NA,NA,NA,NA,0
Walker,48471,TX,NA,NA,NA,NA,NA,NA,NA,0
Colorado,48089,TX,NA,NA,NA,NA,NA,NA,NA,0
Duval,48131,TX,NA,NA,NA,NA,NA,NA,NA,0
Ward,48475,TX,NA,NA,NA,NA,NA,NA,NA,0
Houston,48225,TX,NA,NA,NA,NA,NA,NA,NA,0
Nacogdoches,48347,TX,NA,NA,NA,NA,NA,NA,NA,0
Floyd,48153,TX,NA,NA,NA,NA,NA,NA,NA,0
Victoria,48469,TX,NA,NA,NA,NA,NA,NA,NA,0
Hopkins,48223,TX,NA,NA,NA,NA,NA,NA,NA,0
Bee,48025,TX,NA,NA,NA,NA,NA,NA,NA,0
Delta,48119,TX,NA,NA,NA,NA,NA,NA,NA,0
Trinity,48455,TX,NA,NA,NA,NA,NA,NA,NA,0
Austin,48015,TX,NA,NA,NA,NA,NA,NA,NA,0
Fisher,48151,TX,NA,NA,NA,NA,NA,NA,NA,0
San Jacinto,48407,TX,NA,NA,NA,NA,NA,NA,NA,0
San Augustine,48405,TX,NA,NA,NA,NA,NA,NA,NA,0
Washington,48477,TX,NA,NA,NA,NA,NA,NA,NA,0
Sutton,48435,TX,NA,NA,NA,NA,NA,NA,NA,0
Huron,39077,OH,NA,NA,NA,NA,NA,NA,NA,0
Hardin,39065,OH,NA,NA,NA,NA,NA,NA,NA,0
Montgomery,42091,PA,NA,NA,NA,NA,NA,NA,NA,0
Dauphin,42043,PA,NA,NA,NA,NA,NA,NA,NA,0
Centre,42027,PA,NA,NA,NA,NA,NA,NA,NA,0
Clearfield,42033,PA,NA,NA,NA,NA,NA,NA,NA,0
Indiana,42063,PA,NA,NA,NA,NA,NA,NA,NA,0
Clarion,42031,PA,NA,NA,NA,NA,NA,NA,NA,0
Clinton,42035,PA,NA,NA,NA,NA,NA,NA,NA,0
Huntingdon,42061,PA,NA,NA,NA,NA,NA,NA,NA,0
Sullivan,42113,PA,NA,NA,NA,NA,NA,NA,NA,0
Richland,45079,SC,NA,NA,NA,NA,NA,NA,NA,0
Greenwood,45047,SC,NA,NA,NA,NA,NA,NA,NA,0
Union,45087,SC,NA,1,NA,NA,NA,NA,NA,1
Newberry,45071,SC,NA,NA,NA,NA,NA,NA,NA,0
Hampton,45049,SC,NA,NA,NA,NA,NA,NA,NA,0
Allendale,45005,SC,NA,NA,NA,NA,NA,NA,NA,0
Rhea,47143,TN,NA,NA,NA,NA,NA,NA,NA,0
Knox,47093,TN,NA,NA,NA,NA,NA,NA,NA,0
Knott,21119,KY,NA,NA,NA,NA,NA,NA,NA,0
Allen,21003,KY,NA,NA,NA,NA,NA,NA,NA,0
Livingston,21139,KY,NA,NA,NA,NA,NA,NA,NA,0
Crittenden,21055,KY,NA,NA,NA,NA,NA,NA,NA,0
Woodford,21239,KY,NA,NA,NA,NA,NA,NA,NA,0
Perry,21193,KY,NA,NA,NA,NA,NA,NA,NA,0
Nicholas,21181,KY,NA,NA,NA,NA,NA,NA,NA,0
Owsley,21189,KY,NA,NA,NA,NA,NA,NA,NA,0
Harrison,21097,KY,NA,NA,NA,NA,NA,NA,NA,0
Elliott,21063,KY,NA,NA,NA,NA,NA,NA,NA,0
Howard,24027,MD,NA,NA,NA,NA,NA,NA,NA,0
Leflore,28083,MS,NA,NA,NA,NA,NA,NA,NA,0
Stone,28131,MS,NA,NA,NA,NA,NA,NA,NA,0
Holmes,28051,MS,NA,NA,NA,NA,NA,NA,NA,0
Wilkinson,28157,MS,NA,NA,NA,NA,NA,NA,NA,0
Calhoun,28013,MS,NA,1,NA,NA,NA,NA,NA,1
Brunswick,37019,NC,NA,NA,NA,NA,NA,NA,NA,0
Mecklenburg,37119,NC,NA,2,NA,NA,NA,NA,NA,2
Person,37145,NC,NA,NA,NA,NA,NA,NA,NA,0
Williams,39171,OH,NA,NA,NA,NA,NA,NA,NA,0
Washington,42125,PA,NA,NA,NA,NA,NA,NA,NA,0
Anderson,45007,SC,NA,6,NA,NA,NA,NA,NA,6
Spartanburg,45083,SC,NA,3,NA,NA,NA,NA,NA,3
Weakley,47183,TN,NA,NA,NA,NA,NA,NA,NA,0
Chambers,48071,TX,NA,NA,NA,NA,NA,NA,NA,0
Presidio,48377,TX,NA,NA,NA,NA,NA,NA,NA,0
Collingsworth,48087,TX,NA,NA,NA,NA,NA,NA,NA,0
Patrick,51141,VA,NA,NA,NA,NA,NA,NA,NA,0
Buchanan,51027,VA,NA,1,NA,NA,NA,NA,NA,1
Isle of Wight,51093,VA,NA,NA,NA,NA,NA,NA,NA,0
James City,51095,VA,NA,NA,NA,NA,NA,NA,NA,0
Morgan,54065,WV,NA,NA,NA,NA,NA,NA,NA,0
Grant,54023,WV,NA,NA,NA,NA,NA,NA,NA,0
Dallas,05039,AR,NA,NA,NA,NA,NA,NA,NA,0
Prairie,05117,AR,NA,NA,NA,NA,NA,NA,NA,0
Jackson,05067,AR,NA,NA,NA,NA,NA,NA,NA,0
Lawrence,05075,AR,NA,NA,NA,NA,NA,NA,NA,0
King,48269,TX,NA,NA,NA,NA,NA,NA,NA,0
Motley,48345,TX,NA,NA,NA,NA,NA,NA,NA,0
Lunenburg,51111,VA,NA,1,NA,NA,NA,NA,NA,1
Spotsylvania,51177,VA,NA,NA,NA,NA,NA,NA,NA,0
Henrico,51087,VA,NA,NA,NA,NA,NA,NA,NA,0
King William,51101,VA,NA,NA,NA,NA,NA,NA,NA,0
Pulaski,51155,VA,NA,NA,NA,NA,NA,NA,NA,0
Warren,51187,VA,NA,NA,NA,NA,NA,NA,NA,0
Orange,51137,VA,NA,1,NA,NA,NA,NA,NA,1
Franklin,51067,VA,NA,1,NA,NA,NA,NA,NA,1
